college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
charleston-school-of-law_SC_32.791_-79.937,Charleston School of Law,32.790942,-79.937382,SC,Online / For-Profit,Private For-profit,,,,www.charlestonlaw.edu
southwest-university-at-el-paso_TX_31.788_-106.413,Southwest University at El Paso,31.788346,-106.413158,TX,Online / For-Profit,Private For-profit,,"1,817","$16,000.00",southwestuniversity.edu
bryant-stratton-college-wauwatosa_WI_43.043_-88.051,Bryant & Stratton College-Wauwatosa,43.043215,-88.050983,WI,Community Colleges,Private Nonprofit,,952,"$19,944.00",www.bryantstratton.edu
patrick-henry-college_VA_39.139_-77.691,Patrick Henry College,39.138687,-77.690939,VA,Private Liberal Arts Colleges,Private Nonprofit,82.0%,373,"$28,425.00",www.phc.edu
galen-college-of-nursing-cincinnati_OH_39.284_-84.366,Galen College of Nursing-Cincinnati,39.283693,-84.365946,OH,Online / For-Profit,Private For-profit,,670,"$16,400.00",www.galencollege.edu/cincinnati
strayer-university-north-carolina_NC_36.052_-79.883,Strayer University-North Carolina,36.051694,-79.882713,NC,Online / For-Profit,Private For-profit,,"2,728","$13,920.00",www.strayer.edu/campus-locations/north-carolina/greensboro
strayer-university-new-jersey_NJ_40.555_-74.475,Strayer University-New Jersey,40.554506,-74.474974,NJ,Online / For-Profit,Private For-profit,,536,"$13,920.00",www.strayer.edu/campus-locations/new-jersey/piscataway
chamberlain-university-illinois_IL_41.950_-88.039,Chamberlain University-Illinois,41.949727,-88.038558,IL,Online / For-Profit,Private For-profit,88.6%,"12,188","$20,604.00",www.chamberlain.edu
chamberlain-university-ohio_OH_40.054_-82.912,Chamberlain University-Ohio,40.054055,-82.912163,OH,Online / For-Profit,Private For-profit,75.0%,336,"$19,686.00",www.chamberlain.edu
chamberlain-university-arizona_AZ_33.566_-112.105,Chamberlain University-Arizona,33.565758,-112.104601,AZ,Online / For-Profit,Private For-profit,87.5%,745,"$20,462.00",www.chamberlain.edu
ottawa-university-online_KS_38.932_-94.635,Ottawa University-Online,38.932055,-94.635461,KS,Online / For-Profit,Private Nonprofit,,328,,www.ottawa.edu
taft-university-system_CO_39.693_-104.941,Taft University System,39.692532,-104.941215,CO,Online / For-Profit,Private For-profit,,1,,www.taftu.edu
laurus-college_CA_35.268_-120.670,Laurus College,35.2682,-120.669519,CA,Online / For-Profit,Private For-profit,,794,,www.lauruscollege.edu
aspen-university_AZ_33.412_-111.981,Aspen University,33.412164,-111.981317,AZ,Online / For-Profit,Private For-profit,,"2,396","$6,264.00",www.aspen.edu
institute-of-taoist-education-and-acupuncture_CO_39.988_-105.139,Institute of Taoist Education and Acupuncture,39.987676,-105.139431,CO,Public Regional Universities,Private Nonprofit,,,,www.itea.edu
denver-college-of-nursing_CO_39.753_-104.995,Denver College of Nursing,39.75303,-104.994725,CO,Online / For-Profit,Private For-profit,,949,,www.denvercollegeofnursing.edu
urshan-graduate-school-of-theology_MO_38.808_-90.830,Urshan Graduate School of Theology,38.808034,-90.830252,MO,Public Regional Universities,Private Nonprofit,,,,ugst.edu
college-of-western-idaho_ID_43.614_-116.507,College of Western Idaho,43.614106,-116.507314,ID,Community Colleges,Public,,"5,898","$3,336.00",cwi.edu
daoist-traditions-college-of-chinese-medical-arts_NC_35.607_-82.569,Daoist Traditions College of Chinese Medical Arts,35.606831,-82.568537,NC,Online / For-Profit,Private For-profit,,,,daoisttraditions.edu
jersey-college_NJ_40.862_-74.058,Jersey College,40.862137,-74.057936,NJ,Online / For-Profit,Private For-profit,67.9%,"4,089",,www.jerseycollege.edu
yeshiva-of-machzikai-hadas_NY_40.636_-73.991,Yeshiva of Machzikai Hadas,40.636104,-73.990592,NY,Public Regional Universities,Private Nonprofit,66.1%,461,"$10,800.00",yeshivaofmachzikaihadas.com
mediatech-institute-dallas_TX_32.924_-96.903,MediaTech Institute-Dallas,32.92427,-96.902721,TX,Online / For-Profit,Private For-profit,,200,,www.mediatech.edu
pacific-northwest-university-of-health-sciences_WA_46.603_-120.456,Pacific Northwest University of Health Sciences,46.602872,-120.45598,WA,Health & Medical Colleges,Private Nonprofit,,,,www.pnwu.edu
the-chicago-school-at-anaheim_CA_33.805_-117.882,The Chicago School at Anaheim,33.804604,-117.882312,CA,Public Regional Universities,Private Nonprofit,,,,www.thechicagoschool.edu/in-the-community/locations
woodland-community-college_CA_38.660_-121.735,Woodland Community College,38.660392,-121.73533,CA,Community Colleges,Public,,"2,949","$1,124.00",wcc.yccd.edu
the-chicago-school-at-los-angeles_CA_34.049_-118.257,The Chicago School at Los Angeles,34.049478,-118.257045,CA,Public Regional Universities,Private Nonprofit,40.2%,324,"$20,844.00",www.thechicagoschool.edu/in-the-community/locations
providence-christian-college_CA_34.149_-118.141,Providence Christian College,34.149327,-118.141062,CA,Faith-Based,Private Nonprofit,92.5%,144,"$35,147.00",www.providencecc.edu
institute-of-world-politics_DC_38.911_-77.036,Institute of World Politics,38.910537,-77.036112,DC,Public Regional Universities,Private Nonprofit,,,,www.iwp.edu
pontifical-john-paul-ii-institute-for-studies-on-marriage-and-family_DC_38.933_-76.999,Pontifical John Paul II Institute for Studies on Marriage and Family,38.933246,-76.998606,DC,Public Regional Universities,Private Nonprofit,,,,www.johnpaulii.edu
vermont-college-of-fine-arts_VT_44.255_-72.568,Vermont College of Fine Arts,44.25521,-72.567616,VT,Business / Arts / Specialty Schools,Private Nonprofit,,,,www.vcfa.edu
mediatech-institute-houston_TX_29.725_-95.568,MediaTech Institute-Houston,29.724809,-95.568341,TX,Online / For-Profit,Private For-profit,,96,,www.mediatech.edu
fortis-college-salt-lake-city_UT_40.686_-111.871,Fortis College-Salt Lake City,40.685819,-111.870502,UT,Online / For-Profit,Private For-profit,,371,"$13,112.00",www.fortis.edu
polytechnic-university-of-puerto-rico-miami_FL_25.809_-80.328,Polytechnic University of Puerto Rico-Miami,25.80915,-80.328482,FL,STEM / Technology Institutes,Private Nonprofit,,29,"$14,082.00",www.pupr.edu/miami
polytechnic-university-of-puerto-rico-orlando_FL_28.552_-81.254,Polytechnic University of Puerto Rico-Orlando,28.55158,-81.253943,FL,STEM / Technology Institutes,Private Nonprofit,,102,"$14,262.00",www.pupr.edu/orlando
geisinger-commonwealth-school-of-medicine_PA_41.413_-75.655,Geisinger Commonwealth School of Medicine,41.413415,-75.655478,PA,Health & Medical Colleges,Private Nonprofit,,63,"$11,131.00",www.geisinger.edu/education
strayer-university-west-virginia_WV_38.455_-81.926,Strayer University-West Virginia,38.454588,-81.92619,WV,Online / For-Profit,Private For-profit,,377,"$13,920.00",www.strayer.edu/campus-locations/west-virginia/teays-valley
university-of-minnesota-rochester_MN_44.022_-92.463,University of Minnesota-Rochester,44.022339,-92.463471,MN,Public Flagship Universities,Public,71.8%,568,"$14,400.00",r.umn.edu
carrington-college-reno_NV_39.463_-119.787,Carrington College-Reno,39.463165,-119.786947,NV,Online / For-Profit,Private For-profit,,500,,carrington.edu
chamberlain-university-florida_FL_30.244_-81.586,Chamberlain University-Florida,30.243517,-81.586421,FL,Online / For-Profit,Private For-profit,100.0%,839,"$19,686.00",www.chamberlain.edu
academy-for-jewish-religion-california_CA_33.971_-118.416,Academy for Jewish Religion California,33.97085,-118.415744,CA,Public Regional Universities,Private Nonprofit,,,,www.ajrca.edu
university-of-fort-lauderdale_FL_26.147_-80.205,University of Fort Lauderdale,26.147098,-80.204938,FL,Elite Private Universities,Private Nonprofit,,259,"$9,810.00",uftl.edu
pacific-rim-christian-university_HI_21.328_-157.888,Pacific Rim Christian University,21.328198,-157.888379,HI,Faith-Based,Private Nonprofit,,113,"$12,380.00",www.pacrim.edu/#home
ambria-college-of-nursing_IL_42.076_-88.211,Ambria College of Nursing,42.075628,-88.2109,IL,Online / For-Profit,Private For-profit,,195,,ambria.edu
midwestern-career-college_IL_41.886_-87.632,Midwestern Career College,41.886233,-87.632009,IL,Online / For-Profit,Private For-profit,,824,,www.mccollege.edu
city-vision-university_MO_39.101_-94.569,City Vision University,39.101164,-94.569475,MO,Elite Private Universities,Private Nonprofit,,188,"$6,400.00",www.cityvision.edu
houston-international-college-cardiotech-ultrasound-school_TX_29.675_-95.593,Houston International College Cardiotech Ultrasound School,29.675203,-95.592909,TX,Online / For-Profit,Private For-profit,40.0%,41,"$11,978.00",www.cardiotech.org
ascent-college_VA_38.806_-77.625,Ascent College,38.805988,-77.624657,VA,Private Liberal Arts Colleges,Private Nonprofit,,85,"$7,680.00",ascent.edu
northwest-school-of-wooden-boat-building_WA_48.034_-122.753,Northwest School of Wooden Boat Building,48.03413,-122.752588,WA,Community Colleges,Private Nonprofit,,43,"$20,025.00",www.nwswb.edu
west-coast-university-orange-county_CA_33.811_-117.912,West Coast University-Orange County,33.81104,-117.911811,CA,Online / For-Profit,Private For-profit,,"3,168","$22,685.00",westcoastuniversity.edu
west-coast-university-ontario_CA_34.067_-117.590,West Coast University-Ontario,34.066591,-117.590035,CA,Online / For-Profit,Private For-profit,,"2,647","$37,194.00",westcoastuniversity.edu
strayer-university-arkansas_AR_34.745_-92.271,Strayer University-Arkansas,34.745489,-92.271192,AR,Online / For-Profit,Private For-profit,,456,"$13,920.00",www.strayer.edu/campus-locations/arkansas/little-rock
strayer-university-georgia_GA_33.871_-84.267,Strayer University-Georgia,33.870686,-84.267177,GA,Online / For-Profit,Private For-profit,,"4,878","$13,920.00",www.strayer.edu/campus-locations/georgia/chamblee
strayer-university-mississippi_MS_32.301_-90.188,Strayer University-Mississippi,32.300562,-90.188097,MS,Online / For-Profit,Private For-profit,,400,"$13,920.00",www.strayer.edu/campus-locations/mississippi/jackson
strayer-university-south-carolina_SC_34.840_-82.400,Strayer University-South Carolina,34.839766,-82.399535,SC,Online / For-Profit,Private For-profit,,"1,830","$13,920.00",www.strayer.edu/campus-locations/south-carolina/greenville
strayer-university-texas_TX_32.911_-96.888,Strayer University-Texas,32.910744,-96.887509,TX,Online / For-Profit,Private For-profit,,"2,397","$13,920.00",www.strayer.edu/campus-locations
south-university-richmond_VA_37.647_-77.600,South University-Richmond,37.64706,-77.599967,VA,Online / For-Profit,Private For-profit,,244,"$18,238.00","www.southuniversity.edu/richmond#location=richmond, va"
south-university-virginia-beach_VA_36.834_-76.124,South University-Virginia Beach,36.8336,-76.124288,VA,Online / For-Profit,Private For-profit,,252,"$18,238.00","www.southuniversity.edu/virginia-beach#location=virginia beach, va"
touro-university-worldwide_CA_33.809_-118.058,Touro University Worldwide,33.808683,-118.057754,CA,Elite Private Universities,Private Nonprofit,,416,"$14,600.00",www.tuw.edu
touro-university-california_CA_38.085_-122.264,Touro University California,38.085479,-122.263949,CA,Elite Private Universities,Private Nonprofit,,,,www.tu.edu
the-chicago-school-at-washington-dc_DC_38.902_-77.033,The Chicago School at Washington DC,38.90163,-77.033071,DC,Public Regional Universities,Private Nonprofit,,,,www.thechicagoschool.edu/washington-dc
touro-university-nevada_NV_36.043_-115.024,Touro University Nevada,36.043189,-115.024012,NV,Elite Private Universities,Private Nonprofit,,19,,www.tun.touro.edu
herzing-university-kenosha_WI_42.583_-87.820,Herzing University-Kenosha,42.582628,-87.820105,WI,Elite Private Universities,Private Nonprofit,89.4%,543,"$13,420.00",www.herzing.edu
texas-a-m-university-san-antonio_TX_29.305_-98.524,Texas A&M University-San Antonio,29.304762,-98.52417,TX,Public Regional Universities,Public,92.0%,"6,224","$9,548.00",www.tamusa.edu
strayer-university-global-region_DC_38.905_-77.034,Strayer University-Global Region,38.904881,-77.034133,DC,Online / For-Profit,Private For-profit,,"10,087","$13,920.00",www.strayer.edu
johnson-wales-university-online_RI_41.820_-71.413,Johnson & Wales University-Online,41.819956,-71.41277,RI,Online / For-Profit,Private Nonprofit,54.3%,"1,980","$13,365.00",online.jwu.edu/?_ga=2.36357734.752362341.1629739669-391300583.1600981500
fairfax-university-of-america_VA_38.849_-77.348,Fairfax University of America,38.84905,-77.347751,VA,Elite Private Universities,Private Nonprofit,,5,"$10,128.00",www.fxua.edu
moreno-valley-college_CA_33.887_-117.203,Moreno Valley College,33.88744,-117.20271,CA,Community Colleges,Public,,"8,292","$1,420.00",www.mvc.edu
norco-college_CA_33.917_-117.570,Norco College,33.917387,-117.570212,CA,Community Colleges,Public,,"8,359","$1,420.00",www.norcocollege.edu/pages/index.aspx
universal-technical-institute-dallas-fort-worth_TX_32.938_-97.013,Universal Technical Institute-Dallas Fort Worth,32.93806,-97.012741,TX,Online / For-Profit,Private For-profit,,"1,661",,www.uti.edu
chamberlain-university-virginia_VA_38.910_-77.221,Chamberlain University-Virginia,38.910459,-77.220505,VA,Online / For-Profit,Private For-profit,100.0%,567,"$20,462.00",www.chamberlain.edu
national-paralegal-college_AZ_33.531_-112.064,National Paralegal College,33.530663,-112.064275,AZ,Online / For-Profit,Private For-profit,,388,"$7,995.00",nationalparalegal.edu
carolina-college-of-biblical-studies_NC_35.051_-78.940,Carolina College of Biblical Studies,35.05141,-78.939514,NC,Faith-Based,Private Nonprofit,,122,"$6,276.00",ccbs.edu
omega-graduate-school_TN_35.468_-85.054,Omega Graduate School,35.468142,-85.053774,TN,Public Regional Universities,Private Nonprofit,,,,www.ogs.edu
jung-tao-school-of-classical-chinese-medicine_NC_36.263_-81.785,Jung Tao School of Classical Chinese Medicine,36.263233,-81.785303,NC,Health & Medical Colleges,Private Nonprofit,,,,www.jungtao.edu
american-medical-sciences-center_CA_34.147_-118.257,American Medical Sciences Center,34.147117,-118.256991,CA,Online / For-Profit,Private For-profit,,200,,www.amsc.edu
shepherds-theological-seminary_NC_35.744_-78.743,Shepherds Theological Seminary,35.744334,-78.742623,NC,Faith-Based,Private Nonprofit,,,,shepherds.edu
manna-university_NC_35.059_-78.961,Manna University,35.058616,-78.961305,NC,Elite Private Universities,Private Nonprofit,100.0%,169,"$7,163.00",www.manna.edu
bergin-university-of-canine-studies_CA_38.303_-122.681,Bergin University of Canine Studies,38.302849,-122.68099,CA,Community Colleges,Private Nonprofit,,18,,www.berginu.edu
simmons-college-of-kentucky_KY_38.240_-85.765,Simmons College of Kentucky,38.239519,-85.764811,KY,Private Liberal Arts Colleges,Private Nonprofit,98.2%,381,"$16,398.00",simmonscollegeky.edu
north-american-university_TX_29.646_-95.588,North American University,29.646303,-95.588338,TX,Elite Private Universities,Private Nonprofit,,573,"$12,836.00",www.na.edu
keser-torah-mayan-hatalmud_NJ_40.098_-74.170,Keser Torah-Mayan Hatalmud,40.098369,-74.17029,NJ,Public Regional Universities,Private Nonprofit,71.4%,59,"$11,060.00",www.mayanhatalmud.org
millennia-atlantic-university_FL_25.808_-80.353,Millennia Atlantic University,25.808134,-80.352717,FL,Online / For-Profit,Private For-profit,,104,"$12,978.00",www.maufl.edu/en/home
colorado-academy-of-veterinary-technology_CO_38.794_-104.790,Colorado Academy of Veterinary Technology,38.794277,-104.790429,CO,Online / For-Profit,Private For-profit,,25,"$19,721.00",www.cavt.edu
institute-for-doctoral-studies-in-the-visual-arts_ME_43.654_-70.272,Institute for Doctoral Studies in the Visual Arts,43.65405,-70.272161,ME,Business / Arts / Specialty Schools,Private Nonprofit,,,,www.idsva.edu
john-paul-the-great-catholic-university_CA_33.121_-117.082,John Paul the Great Catholic University,33.12085,-117.082401,CA,Faith-Based,Private Nonprofit,79.3%,297,"$29,500.00",jpcatholic.edu
university-of-connecticut-hartford-campus_CT_41.763_-72.672,University of Connecticut-Hartford Campus,41.762673,-72.672175,CT,Public Flagship Universities,Public,86.5%,"1,473","$17,452.00",hartford.uconn.edu
ottawa-university-surprise_AZ_33.629_-112.368,Ottawa University-Surprise,33.628923,-112.368233,AZ,Elite Private Universities,Private Nonprofit,39.9%,768,"$35,300.00",www.ottawa.edu/ouaz/home
chamberlain-university-missouri_MO_38.702_-90.436,Chamberlain University-Missouri,38.701907,-90.436283,MO,Online / For-Profit,Private For-profit,83.3%,328,"$19,686.00",www.chamberlain.edu
chamberlain-university-texas_TX_29.838_-95.560,Chamberlain University-Texas,29.838386,-95.560414,TX,Online / For-Profit,Private For-profit,95.7%,"2,416","$19,686.00",www.chamberlain.edu
dewey-university-manati_PR_18.433_-66.487,Dewey University-Manati,18.433307,-66.487333,PR,Elite Private Universities,Private Nonprofit,,255,"$7,630.00",dewey.edu
los-angeles-pacific-university_CA_34.111_-117.827,Los Angeles Pacific University,34.110723,-117.827484,CA,Elite Private Universities,Private Nonprofit,,"1,453","$11,976.00",www.lapu.edu
south-university-savannah-online_GA_31.999_-81.106,South University-Savannah Online,31.999481,-81.105531,GA,Online / For-Profit,Private For-profit,,"6,492","$16,546.00",www.southuniversity.edu/online#location=online programs
whitworth-university-adult-degree-programs_WA_47.752_-117.412,Whitworth University-Adult Degree Programs,47.751642,-117.411568,WA,Elite Private Universities,Private Nonprofit,,170,,www.whitworth.edu/cms
the-colleges-of-law-at-santa-barbara_CA_34.425_-119.705,The Colleges of Law at Santa Barbara,34.424542,-119.70516,CA,Private Liberal Arts Colleges,Private Nonprofit,,,,www.collegesoflaw.edu
springfield-college-regional-online-and-continuing-education_MA_42.102_-72.557,Springfield College-Regional Online and Continuing Education,42.1022,-72.556647,MA,Online / For-Profit,Private Nonprofit,,254,,springfield.edu/regional-and-online
catholic-distance-university_WV_39.287_-77.859,Catholic Distance University,39.287311,-77.859242,WV,Online / For-Profit,Private Nonprofit,,95,"$9,600.00",cdu.edu
finger-lakes-health-college-of-nursing-health-sciences_NY_42.876_-76.988,Finger Lakes Health College of Nursing & Health Sciences,42.876429,-76.987844,NY,Community Colleges,Private Nonprofit,,65,"$12,980.00",www.flhcon.edu
rocky-mountain-university-of-health-professions_UT_40.210_-111.656,Rocky Mountain University of Health Professions,40.21033,-111.655651,UT,Online / For-Profit,Private For-profit,,,,rm.edu
cuny-stella-and-charles-guttman-community-college_NY_40.753_-73.984,CUNY Stella and Charles Guttman Community College,40.75281,-73.984131,NY,Community Colleges,Public,,"1,054","$5,194.00",www.guttman.cuny.edu
criswell-college_TX_32.794_-96.777,Criswell College,32.793513,-96.77669,TX,Private Liberal Arts Colleges,Private Nonprofit,91.7%,118,"$14,310.00",www.criswell.edu
beverly-hills-design-institute_CA_34.065_-118.376,Beverly Hills Design Institute,34.06463,-118.375621,CA,Online / For-Profit,Private For-profit,,14,"$23,220.00",www.bhdi.edu
chamberlain-university-georgia_GA_33.912_-84.352,Chamberlain University-Georgia,33.911943,-84.351949,GA,Online / For-Profit,Private For-profit,96.2%,"1,588","$19,686.00",www.chamberlain.edu
chamberlain-university-indiana_IN_39.919_-86.111,Chamberlain University-Indiana,39.91916,-86.111061,IN,Online / For-Profit,Private For-profit,100.0%,177,"$19,686.00",www.chamberlain.edu
bais-hamedrash-and-mesivta-of-baltimore_MD_39.380_-76.674,Bais HaMedrash and Mesivta of Baltimore,39.379528,-76.674414,MD,Public Regional Universities,Private Nonprofit,100.0%,91,"$13,100.00",www.bhmb.edu
yeshiva-gedolah-zichron-leyma_NJ_40.699_-74.268,Yeshiva Gedolah Zichron Leyma,40.6992,-74.268351,NJ,Public Regional Universities,Private Nonprofit,70.6%,47,"$11,350.00",www.yzl.edu
be-er-yaakov-talmudic-seminary_NY_41.138_-74.030,Be'er Yaakov Talmudic Seminary,41.138206,-74.029573,NY,Faith-Based,Private Nonprofit,,679,"$12,300.00",www.byts.edu
colorado-state-university-global_CO_39.725_-104.787,Colorado State University Global,39.724786,-104.786666,CO,Public Flagship Universities,Public,92.9%,"6,202","$8,400.00",csuglobal.edu
west-coast-university-dallas_TX_32.982_-96.716,West Coast University-Dallas,32.98221,-96.716284,TX,Online / For-Profit,Private For-profit,,"1,014","$16,715.00",westcoastuniversity.edu
evangel-university-james-river-assembly-of-god-church_MO_37.076_-93.227,Evangel University-James River Assembly of God Church,37.075963,-93.227055,MO,Community Colleges,Private Nonprofit,71.2%,98,"$17,268.00",www.evangel.edu
pennsylvania-state-university-world-campus_PA_40.797_-77.863,Pennsylvania State University-World Campus,40.7965,-77.862848,PA,Public Flagship Universities,Public,80.3%,"7,554","$15,204.00",www.worldcampus.psu.edu
south-university-austin_TX_30.479_-97.690,South University-Austin,30.479474,-97.689972,TX,Online / For-Profit,Private For-profit,,243,"$18,238.00","www.southuniversity.edu/austin#location=austin, tx"
bryant-stratton-college-online_NY_42.790_-78.770,Bryant & Stratton College-Online,42.790174,-78.770363,NY,Online / For-Profit,Private Nonprofit,,"7,847","$15,891.00",www.bryantstratton.edu
warner-pacific-university-professional-and-graduate-studies_OR_45.506_-122.592,Warner Pacific University Professional and Graduate Studies,45.506265,-122.592498,OR,Elite Private Universities,Private Nonprofit,67.1%,161,,www.warnerpacific.edu
platt-college-riverside_CA_33.933_-117.298,Platt College-Riverside,33.932923,-117.298365,CA,Online / For-Profit,Private For-profit,,416,"$14,804.00",www.plattcollege.edu
florida-institute-of-technology-online_FL_28.066_-80.623,Florida Institute of Technology-Online,28.065773,-80.623123,FL,Online / For-Profit,Private Nonprofit,44.4%,628,"$12,240.00",www.fit.edu
rasmussen-university-kansas_KS_38.999_-95.704,Rasmussen University-Kansas,38.998726,-95.704151,KS,Online / For-Profit,Private For-profit,,333,"$15,340.00",rasmussen.edu
california-miramar-university_CA_32.779_-117.119,California Miramar University,32.77942,-117.11851,CA,Online / For-Profit,Private For-profit,65.5%,105,"$9,994.00",www.calmu.edu
rocky-vista-university_CO_39.564_-104.815,Rocky Vista University,39.563516,-104.815034,CO,Online / For-Profit,Private For-profit,,,,www.rvu.edu
college-of-the-muscogee-nation_OK_35.635_-95.936,College of the Muscogee Nation,35.635288,-95.936439,OK,Community Colleges,Public,,230,"$6,600.00",cmn.edu
midwives-college-of-utah_UT_40.711_-111.857,Midwives College of Utah,40.71089,-111.857036,UT,Private Liberal Arts Colleges,Private Nonprofit,60.0%,253,"$8,256.00",www.midwifery.edu
future-generations-university_WV_38.709_-79.405,Future Generations University,38.70907,-79.405423,WV,Elite Private Universities,Private Nonprofit,,,,www.future.edu
grace-mission-university_CA_33.868_-117.958,Grace Mission University,33.867663,-117.958208,CA,Elite Private Universities,Private Nonprofit,,72,"$3,480.00",www.gm.edu
sotheby-s-institute-of-art-ny_NY_40.757_-73.972,Sotheby's Institute of Art-NY,40.756988,-73.972232,NY,Online / For-Profit,Private For-profit,,,,www.sothebysinstitute.com/programmes/pnewyork.aspx
mid-south-christian-college_TN_35.064_-89.912,Mid-South Christian College,35.064172,-89.911799,TN,Faith-Based,Private Nonprofit,100.0%,23,"$11,905.00",www.midsouthchristian.edu
ultrasound-medical-institute_FL_26.683_-80.228,Ultrasound Medical Institute,26.68295,-80.22826,FL,Online / For-Profit,Private For-profit,,110,,www.nriinstitute.edu
grace-school-of-theology_TX_30.206_-95.472,Grace School of Theology,30.205731,-95.472493,TX,Public Regional Universities,Private Nonprofit,,215,"$6,760.00",www.gsot.edu
yeshiva-gedolah-kesser-torah_NY_41.125_-74.069,Yeshiva Gedolah Kesser Torah,41.124819,-74.068553,NY,Public Regional Universities,Private Nonprofit,35.7%,82,"$9,600.00",yeshivagedolahkessertorah.com
yeshiva-yesodei-hatorah_NJ_40.066_-74.202,Yeshiva Yesodei Hatorah,40.065908,-74.202016,NJ,Public Regional Universities,Private Nonprofit,100.0%,72,"$12,500.00",yeshivayesodeihatorahlakewood.com
sanford-burnham-prebys-medical-discovery-institute_CA_32.900_-117.242,Sanford Burnham Prebys Medical Discovery Institute,32.900056,-117.241748,CA,Health & Medical Colleges,Private Nonprofit,,,,www.sbpdiscovery.org/education/graduate-school
south-university-high-point_NC_36.040_-79.964,South University-High Point,36.040441,-79.963547,NC,Online / For-Profit,Private For-profit,,70,"$20,650.00","www.southuniversity.edu/high-point#location=high point, nc"
augusta-university_GA_33.470_-81.989,Augusta University,33.47037,-81.989071,GA,Public Regional Universities,Public,89.3%,"5,282","$8,122.00",www.augusta.edu
middle-georgia-state-university_GA_32.808_-83.732,Middle Georgia State University,32.808092,-83.732058,GA,Public Regional Universities,Public,99.8%,"6,655","$4,432.00",www.mga.edu
veritas-baptist-college_IN_39.094_-84.849,Veritas Baptist College,39.093747,-84.848698,IN,Faith-Based,Private Nonprofit,100.0%,114,"$8,992.00",www.vbc.edu
devry-college-of-new-york_NY_40.748_-73.983,DeVry College of New York,40.747747,-73.983492,NY,Online / For-Profit,Private For-profit,100.0%,175,"$17,488.00",www.devry.edu
devry-university-arizona_AZ_33.566_-112.105,DeVry University-Arizona,33.565758,-112.104601,AZ,Online / For-Profit,Private For-profit,,22,"$17,488.00",www.devry.edu
devry-university-california_CA_34.068_-117.588,DeVry University-California,34.068481,-117.5876,CA,Online / For-Profit,Private For-profit,43.2%,"2,081","$17,488.00",www.devry.edu
devry-university-florida_FL_28.456_-81.456,DeVry University-Florida,28.456226,-81.456099,FL,Online / For-Profit,Private For-profit,100.0%,188,"$17,488.00",www.devry.edu
devry-university-georgia_GA_33.775_-84.297,DeVry University-Georgia,33.775112,-84.297316,GA,Online / For-Profit,Private For-profit,81.2%,472,"$17,488.00",www.devry.edu
devry-university-nevada_NV_36.020_-115.097,DeVry University-Nevada,36.020266,-115.096601,NV,Online / For-Profit,Private For-profit,,4,"$17,488.00",www.devry.edu
devry-university-new-jersey_NJ_40.558_-74.311,DeVry University-New Jersey,40.557503,-74.311372,NJ,Online / For-Profit,Private For-profit,100.0%,68,"$17,488.00",www.devry.edu
devry-university-ohio_OH_40.047_-82.906,DeVry University-Ohio,40.046679,-82.906219,OH,Online / For-Profit,Private For-profit,88.9%,218,"$17,488.00",www.devry.edu
devry-university-texas_TX_32.935_-97.012,DeVry University-Texas,32.934524,-97.012494,TX,Online / For-Profit,Private For-profit,0.0%,26,"$17,488.00",www.devry.edu
devry-university-virginia_VA_38.861_-77.050,DeVry University-Virginia,38.861096,-77.049759,VA,Online / For-Profit,Private For-profit,100.0%,25,"$17,488.00",www.devry.edu
university-of-north-georgia_GA_34.530_-83.986,University of North Georgia,34.530219,-83.985694,GA,Public Regional Universities,Public,72.2%,"15,542","$5,009.00",www.ung.edu
south-georgia-state-college_GA_31.496_-82.855,South Georgia State College,31.495903,-82.855231,GA,Community Colleges,Public,,"1,553","$2,970.00",www.sgsc.edu
northeastern-university-professional-programs_MA_42.340_-71.089,Northeastern University Professional Programs,42.339992,-71.088782,MA,Elite Private Universities,Private Nonprofit,,"1,674",,www.northeastern.edu
florida-polytechnic-university_FL_28.150_-81.846,Florida Polytechnic University,28.150149,-81.845995,FL,STEM / Technology Institutes,Public,55.7%,"1,556","$4,940.00",floridapoly.edu
antioch-college_OH_39.800_-83.888,Antioch College,39.799806,-83.888077,OH,Private Liberal Arts Colleges,Private Nonprofit,81.7%,127,"$37,143.00",antiochcollege.edu
texas-a-m-university-central-texas_TX_31.053_-97.775,Texas A&M University-Central Texas,31.053407,-97.775182,TX,Public Regional Universities,Public,100.0%,"1,698","$6,627.00",tamuct.edu
arizona-state-university-digital-immersion_AZ_33.464_-111.924,Arizona State University Digital Immersion,33.463517,-111.924487,AZ,Public Flagship Universities,Public,64.1%,"49,000",,www.asu.edu
ana-g-mendez-university_FL_28.482_-81.308,Ana G. Mendez University,28.482195,-81.30843,FL,Elite Private Universities,Private Nonprofit,,"4,897","$13,575.00",www.agmu.edu
washington-university-of-science-and-technology_VA_38.915_-77.227,Washington University of Science and Technology,38.915226,-77.227315,VA,Online / For-Profit,Private For-profit,11.5%,302,"$13,178.00",www.wust.edu
alabama-college-of-osteopathic-medicine_AL_31.206_-85.341,Alabama College of Osteopathic Medicine,31.206294,-85.340805,AL,Health & Medical Colleges,Private Nonprofit,,,,www.acom.edu
university-of-florida-online_FL_29.649_-82.340,University of Florida-Online,29.649413,-82.339848,FL,Online / For-Profit,Public,64.4%,"4,577","$3,876.00",www.ufonline.ufl.edu
